;price;nroom;sqmeter;lat;long;condom;floor;tpprop;status;heating;ac;photosnum;enclass;contr;furnished;kitchen
2277;2200;3;80;454.639;91.873;0;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo caldo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2278;885;2;40;454.691;91.535;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2279;950;1;40;454.833;91.701;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucinotto
2280;950;1;30;454.876;91.908;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucinotto
2281;1400;2;80;454.428;92.182;300;8;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;NA;7;F;Affitto;Arredato;Cucina a vista
2282;5000;4;150;454.661;920.353;0;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Unknown;Autonomo, solo freddo;5;G;Affitto, 4+4;Not given;Cucina abitabile
2283;1050;2;45;454.538;91.628;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2284;2300;3;100;NA;NA;0;5;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;15;A;Affitto, 4+4;Arredato;cucina semi abitabile
2285;920;2;50;454.447;92.092;0;3;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente;NA;G;Affitto, libero;Arredato;Cucina a vista
2286;980;2;45;454.749;92.093;0;0;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2287;650;1;25;454.723;92.367;0;1;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2288;800;2;40;454.909;92.157;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2289;2700;3;75;454.606;918.536;250;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto;Arredato;none
2290;900;1;50;454.765;92.131;200;0;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;NA;9;G;Affitto, 4+4;Arredato;cucina angolo cottura
2291;800;1;40;454.834;92.236;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2292;1250;2;60;454.833;91.701;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;Cucina a vista
2293;1100;2;50;45.453;91.732;0;4;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2294;1580;3;83;454.439;918.203;290;8;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;NA;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
2295;920;2;50;454.447;92.092;0;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;Autonomo, solo caldo;NA;G;Affitto, libero;Arredato;Cucina a vista
2296;1700;3;75;454.603;91.771;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Parzialmente arredato;Cucina abitabile
2297;1200;1;44;454.572;91.755;0;1;Classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;11;G;Affitto;Arredato;Cucina abitabile
2298;1200;2;57;454.644;92.352;0;5;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucinotto
2299;700;1;25;454.749;92.093;0;2;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2300;750;1;20;454.833;91.893;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2301;1200;2;50;454.612;91.849;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;Cucina a vista
2302;850;1;40;454.517;9.191;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Arredato;cucinotto
2303;2000;2;70;454.716;91.905;300;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;19;G;Affitto, 4+4;Arredato;cucina angolo cottura
2304;1200;2;50;454.492;9.2;50;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;10;G;Affitto, transitorio;Arredato;Cucina a vista
2305;3200;4;110;454.603;91.808;300;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;8;E;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
2306;54000;5;200;454.643;916.354;400;1;NA;NA;Centralizzato;NA;12;G;Affitto;Arredato;Cucina abitabile
2307;1600;2;45;454.627;91.796;600;4;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Centralizzato;Centralizzato;18;F;Affitto, 4+4;Parzialmente arredato;Cucina a vista
2308;4200;2;70;454.704;91.945;0;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;2;NA;Affitto, libero;Parzialmente arredato;cucina angolo cottura
2309;2500;3;134;454.662;92.035;542;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;NA;F;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
2310;1200;2;50;45.459;915.939;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;6;F;Affitto, 3+2;Not given;Cucina a vista
2311;1100;2;50;454.538;91.628;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2312;900;2;55;454.908;91.837;0;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2313;650;2;44;454.568;921.867;118;2;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;NA;11;G;Affitto, 4+4;Not given;none
2314;1300;3;85;454.908;91.837;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2315;900;2;43;454.476;91.749;50;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2316;1700;2;50;454.603;91.877;0;3;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;14;G;Affitto, 4+4;Arredato;cucina angolo cottura
2317;600;1;30;454.834;92.197;0;5;Classe immobile signorile;Buono / Abitabile;Centralizzato;NA;6;G;Affitto;Arredato;cucinotto
2318;1250;2;45;454.827;91.726;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2319;700;1;20;454.874;92.265;0;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, solo caldo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2320;800;1;40;454.834;92.236;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2321;950;2;50;454.861;92.273;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2322;1050;1;35;454.541;91.729;0;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2323;650;1;35;454.845;92.273;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2324;1300;2;50;45.49;9.231;0;6;NA;Ottimo/Ristrutturato;Centralizzato;Autonomo;20;Non classificabile;Affitto, transitorio;Arredato;cucinotto
2325;1200;2;45;454.449;91.792;100;NA;NA;NA;Centralizzato;NA;20;G;Affitto;Arredato;Cucina abitabile
2326;1500;3;81;454.916;9.203;50;3;Classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;3;NA;Affitto, transitorio;Parzialmente arredato;Cucina abitabile
2327;3500;4;145;454.903;919.856;300;3;Intera proprieta, classe immobile media;Nuovo / In costruzione;Unknown;Autonomo, solo freddo;17;A+;Affitto;Arredato;none
2328;650;1;25;454.723;92.367;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2329;1000;3;75;454.917;92.184;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2330;850;1;50;454.564;91.538;0;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2331;1600;2;60;454.563;91.855;200;2;Intera proprieta;Ottimo/Ristrutturato;Centralizzato;NA;15;F;Affitto, 4+4;Arredato;Cucina a vista
2332;1250;2;60;454.753;915.058;0;4;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente, solo freddo;6;F;Affitto;Arredato;none
2333;900;2;70;454.833;91.473;300;6;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Assente;10;NA;Affitto;Not given;Cucina abitabile
2334;1190;2;40;454.801;91.693;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2335;900;1;30;454.646;91.632;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2336;1300;2;60;454.769;920.768;130;6;Intera proprieta;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;NA;B;Affitto, 4+4;Arredato;Cucina abitabile
2337;3200;4;145;454.902;919.851;300;3;NA;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;12;A+;Affitto;Arredato;Cucina abitabile
2338;1000;1;31;454.672;923.505;0;0;Intera proprieta;Ottimo/Ristrutturato;Centralizzato;Presente;4;G;Affitto;Arredato;none
2339;1000;2;60;454.449;91.785;80;2;Intera proprieta;Buono / Abitabile;Autonomo;NA;6;F;Affitto, 4+4;Arredato;cucinotto
2340;1600;3;75;454.883;91.933;0;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;cucina semi abitabile
2341;1480;3;65;454.818;92.078;0;5;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;NA;G;Affitto, libero;Arredato;Cucina a vista
2342;1900;3;130;454.581;91.865;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;NA;G;Affitto, libero;Arredato;cucinotto
2343;1200;2;50;454.831;92.032;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;NA;G;Affitto, libero;Arredato;Cucina a vista
2344;1000;2;40;454.675;91.542;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo caldo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2345;1000;2;48;454.493;91.628;150;1;Intera proprieta;NA;Autonomo;NA;11;G;Affitto, 4+4;Arredato;Cucina a vista
2346;1700;3;76;454.528;92.013;70;NA;Intera proprieta, classe immobile media;NA;Unknown;NA;11;D;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
2347;1300;2;60;45.484;91.822;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;NA;NA;G;Affitto, libero;Arredato;cucinotto
2348;900;1;30;454.646;91.632;0;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;Cucina a vista
2349;1000;2;52;454.897;9.215;0;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;NA;G;Affitto, libero;Parzialmente arredato;cucinotto
2350;890;2;45;454.677;91.493;40;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo caldo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2351;1400;2;70;454.876;92.092;0;4;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;NA;G;Affitto, libero;Arredato;Cucina abitabile
2352;1200;1;30;454.647;916.322;300;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;6;G;Affitto, transitorio;Arredato;none
2353;700;1;20;454.656;92.313;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;NA;G;Affitto, libero;Arredato;cucinotto
2354;5416;5;320;454.656;91.722;1166;2;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Centralizzato, solo freddo;NA;G;Affitto, 4+4;Not given;Cucina abitabile
2355;830;1;50;454.706;92.301;0;3;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Assente;NA;G;Affitto, libero;Arredato;Cucina abitabile
2356;1800;3;100;454.631;91.861;300;1;Intera proprieta;Buono / Abitabile;Centralizzato;NA;10;D;Affitto, 4+4;Arredato;Cucina abitabile
2357;1100;2;65;454.962;92.202;0;6;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Centralizzato;5;G;Affitto, libero;Arredato;cucinotto
2358;800;2;50;454.464;92.139;0;1;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente;5;G;Affitto, libero;Arredato;Cucina a vista
2359;1200;2;45;454.476;91.749;0;1;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;9;G;Affitto, libero;Arredato;Cucina a vista
2360;1800;2;75;454.657;91.689;200;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;10;G;Affitto, 4+4;Parzialmente arredato;cucinotto
2361;1100;2;50;454.857;92.359;150;NA;Intera proprieta;Buono / Abitabile;Centralizzato;Assente;7;G;Affitto, 4+4;Arredato;Cucina a vista
2362;1850;2;75;454.616;917.411;250;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;NA;G;Affitto;Parzialmente arredato;Cucina abitabile
2363;1200;2;60;454.617;915.491;0;NA;Intera proprieta, classe immobile media;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;10;F;Affitto;Not given;Cucina a vista
2364;1450;3;95;454.761;916.195;0;NA;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;20;G;Affitto, transitorio;Arredato;none
2365;1500;1;65;454.868;91.869;0;1;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2366;900;2;60;454.726;92.269;0;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Arredato;none
2367;900;2;65;454.727;92.324;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Arredato;cucinotto
2368;950;3;70;454.644;92.352;0;1;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Autonomo;NA;G;Affitto, libero;Not given;Cucina abitabile
2369;1100;3;75;454.748;92.215;0;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;Cucina abitabile
2370;960;2;45;454.766;91.472;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2371;1200;2;50;454.498;91.823;0;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;Cucina a vista
2372;1300;2;60;454.551;92.001;0;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;NA;5;NA;Affitto;Arredato;Cucina a vista
2373;1200;1;45;454.766;91.842;66;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;Autonomo, freddo/caldo;NA;G;Affitto, 4+4;Arredato;cucina angolo cottura
2374;800;1;35;454.439;9.182;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;cucinotto
2375;800;2;50;454.462;92.159;0;3;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2376;1200;3;70;454.861;92.273;0;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2377;1400;2;85;454.623;91.528;0;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;Cucina abitabile
2378;2700;4;140;455.017;92.017;330;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;8;E;Affitto, 4+4;Arredato;Cucina abitabile
2379;1400;2;55;454.529;92.009;0;7;Classe immobile media;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;6;G;Affitto;Arredato;Cucina a vista
2380;1000;2;65;454.517;9.155;200;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato;11;G;Affitto, 4+4;Arredato;Cucina a vista
2381;1000;2;50;454.428;92.182;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2382;950;1;40;454.517;9.191;0;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;cucinotto
2383;700;2;45;454.644;92.352;0;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2384;900;2;33;454.809;92.018;150;1;NA;Ottimo/Ristrutturato;Centralizzato;NA;3;NA;Affitto, transitorio;Arredato;cucinotto
2385;1200;2;50;454.839;91.984;0;4;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2386;900;2;40;454.512;91.607;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2387;800;2;68;454.845;91.567;300;NA;Classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;9;G;Affitto, transitorio;Arredato;cucinotto
2388;1000;2;55;454.961;91.775;0;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2389;890;2;45;454.677;91.493;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2390;650;1;45;454.469;91.614;0;0;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;cucinotto
2391;1750;2;85;454.563;91.951;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;10;F;Affitto, 4+4;Not given;Cucina abitabile
2392;1000;2;34;454.773;92.146;81;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;9;F;Affitto, 4+4;Not given;cucina angolo cottura
2393;3500;2;95;454.689;91.993;0;2;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;5;A2;Affitto, 4+4;Not given;Cucina abitabile
2394;1150;2;55;454.919;919.464;0;4;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente, solo freddo;6;G;Affitto;Arredato;none
2395;1350;3;58;454.473;91.787;0;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;NA;19;G;Affitto, libero;Arredato;Cucina a vista
2396;2100;3;120;454.664;916.004;0;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;NA;4;C;Affitto, 4+4;Not given;Cucina abitabile
2397;2450;3;120;454.664;916.004;0;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;NA;4;C;Affitto, 4+4;Not given;Cucina abitabile
2398;2000;2;70;454.586;91.752;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato;11;A+;Affitto, 4+4;Not given;Cucina a vista
2399;920;2;60;454.904;91.824;40;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;NA;NA;G;Affitto, libero;Arredato;Cucina a vista
2400;900;2;50;454.503;92.012;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2401;1200;2;65;45.489;9.189;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;Cucina a vista
2402;950;2;30;454.609;91.759;0;2;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;NA;NA;G;Affitto, libero;Arredato;Cucina a vista
2403;2250;3;100;454.512;919.685;152;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;14;G;Affitto, 4+4;Not given;Cucina abitabile
2404;950;1;30;454.876;91.908;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucinotto
2405;900;2;45;454.731;9.235;0;9;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2406;3200;4;110;454.603;91.814;300;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;NA;E;Affitto, 4+4;Arredato;Cucina a vista
2407;1600;4;100;454.658;915.831;650;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;F;Affitto, 4+4;Not given;Cucina abitabile
2408;1100;2;45;454.823;92.004;0;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2409;800;2;53;454.785;92.355;0;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;cucinotto
2410;600;1;25;454.914;92.249;0;1;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2411;840;2;50;454.892;92.299;0;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;cucinotto
2412;1100;3;70;454.663;92.338;0;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;Cucina abitabile
2413;830;2;50;454.706;92.301;0;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;Cucina abitabile
2414;1600;3;107;45.464;92.125;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, solo caldo;NA;G;Affitto, libero;Parzialmente arredato;cucina semi abitabile
2415;950;2;55;454.672;92.314;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;Cucina abitabile
2416;2916;4;105;454.783;918.507;394;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;F;Affitto, 4+4;Not given;cucina semi abitabile
2417;1500;3;67;454.508;92.128;0;1;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;NA;NA;G;Affitto, libero;Parzialmente arredato;cucina semi abitabile
2418;800;2;50;454.462;92.159;0;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2419;950;2;43;454.476;91.749;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;NA;NA;G;Affitto, libero;Arredato;Cucina a vista
2420;1200;1;40;454.802;91.772;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2421;850;2;40;454.484;92.164;0;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;Cucina abitabile
2422;700;1;30;454.723;92.367;0;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;NA;NA;G;Affitto, libero;Arredato;Cucina a vista
2423;1750;3;110;454.858;922.787;0;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;11;NA;Affitto, transitorio;Arredato;Cucina abitabile
2424;750;1;25;45.455;91.958;0;1;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;NA;NA;G;Affitto, libero;Arredato;Cucina a vista
2425;850;1;30;454.662;91.474;0;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;NA;NA;F;Affitto, libero;Arredato;Cucina a vista
2426;650;1;40;454.547;92.254;0;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2427;800;2;50;454.462;92.159;0;NA;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;NA;NA;G;Affitto, libero;Arredato;cucina angolo cottura
2428;1100;2;65;454.876;91.653;1100;2;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Centralizzato;NA;G;Affitto, libero;Arredato;cucinotto
2429;1200;2;55;454.621;920.634;200;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;NA;14;G;Affitto;Not given;cucina angolo cottura
2430;1500;4;70;454.504;91.719;0;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;NA;G;Affitto, libero;Arredato;Cucina abitabile
2431;950;1;40;454.449;91.792;0;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;NA;NA;G;Affitto, libero;Arredato;cucinotto
