;price;nroom;sqmeter;lat;long;condom;floor;tpprop;status;heating;ac;photosnum;enclass;contr;furnished;kitchen
1;1450;2;85;454.591;920.931;150;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;20;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
2;2500;3;110;45.468;91.662;200;2;Intera proprieta, immobile di lusso;Buono / Abitabile;Centralizzato;Assente;20;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
3;1500;1;70;454.593;91.726;112;0;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;D;Affitto, transitorio;Arredato;Cucina abitabile
4;2750;4;130;454.671;915.978;480;4;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Arredato;Cucina abitabile
5;1900;2;89;454.565;917.668;130;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;G;Affitto;Arredato;Cucina abitabile
6;2800;2;69;454.771;91.842;250;2;Intera proprieta, immobile di lusso;Nuovo / In costruzione;Centralizzato;Centralizzato, solo freddo;20;A3, edificio energia quasi zero;Affitto, 4+4;Arredato;Cucina a vista
7;2500;4;160;454.652;921.493;500;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Unknown;Assente;20;G;Affitto, 4+4;Not given;Cucina abitabile
8;1700;2;70;45.462;919.377;250;8;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;16;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
9;1100;1;31;454.511;92.006;8;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;13;G;Affitto, 4+4;Arredato;cucina angolo cottura
10;5000;5;210;454.657;917.083;830;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;F;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
11;1400;2;75;454.649;92.076;100;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;14;NA;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
12;2500;2;65;454.701;919.694;335;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;13;E;Affitto, 4+4;Not given;Cucina abitabile
13;1200;2;65;454.687;915.091;200;1;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;12;G;Affitto, 4+4;Arredato;cucinotto
14;2900;5;240;454.613;919.339;833;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;16;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
15;2100;2;55;454.768;91.894;200;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;10;D;Affitto;Arredato;Cucina abitabile
16;1850;3;117;454.718;91.498;150;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;19;E;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
17;2400;3;95;454.536;9.187;100;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;G;Affitto;Arredato;cucina angolo cottura
18;2200;2;100;454.543;91.911;300;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;13;G;Affitto, 4+4;Arredato;Cucina abitabile
19;3000;3;130;454.751;920.492;380;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;19;E;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
20;2000;2;72;454.675;92.144;150;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;6;G;Affitto, 4+4;Arredato;Cucina a vista
21;1800;3;80;454.559;919.612;120;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;7;F;Affitto, 4+4;Parzialmente arredato;Cucina a vista
22;1800;2;55;454.646;919.435;220;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;G;Affitto, transitorio;Arredato;Cucina a vista
23;1300;2;55;454.574;92.068;115;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;16;D;Affitto, 4+4;Arredato;cucina angolo cottura
24;2500;4;140;454.589;917.969;250;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;17;G;Affitto, 4+4;Arredato;Cucina abitabile
25;5000;5;190;454.585;9.188;500;NA;Intera proprieta, immobile di lusso;Buono / Abitabile;Centralizzato;Autonomo;20;G;Affitto;Parzialmente arredato;Cucina abitabile
26;850;2;50;454.738;92.322;0;NA;Classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;17;G;Affitto, 4+4;Arredato;Cucina abitabile
27;1350;2;60;454.522;9.192;250;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;20;G;Affitto, 4+4;Arredato;Cucina abitabile
28;1300;2;48;454.726;91.522;200;1;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Centralizzato;Autonomo, freddo/caldo;20;D;Affitto, 4+4;Arredato;Cucina a vista
29;1400;2;75;454.869;91.868;100;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;F;Affitto, 4+4;Parzialmente arredato;cucinotto
30;7500;4;153;454.771;91.842;600;1;Intera proprieta, immobile di lusso;Nuovo / In costruzione;Centralizzato;Centralizzato, freddo/caldo;11;A4, edificio energia quasi zero;Affitto, 4+4;Arredato;Cucina abitabile
31;5500;3;128;454.771;91.842;500;1;Intera proprieta, immobile di lusso;Nuovo / In costruzione;Centralizzato;Centralizzato, freddo/caldo;11;A4, edificio energia quasi zero;Affitto, 4+4;Arredato;Cucina a vista
32;1270;2;45;45.461;92.038;180;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;17;E;Affitto, 4+4;Arredato;cucinotto
33;2500;3;100;454.718;92.088;0;4;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;15;G;Affitto;Arredato;none
34;1700;2;70;454.827;91.836;125;1;Intera proprieta, classe immobile economica;Ottimo/Ristrutturato;Autonomo;Assente;20;NA;Affitto;Not given;cucina angolo cottura
35;2166;2;65;454.693;919.777;333;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;16;G;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
36;2750;2;55;454.705;91.963;250;2;Intera proprieta, immobile di lusso;Nuovo / In costruzione;Autonomo;Autonomo, freddo/caldo;17;A;Affitto, 4+4;Arredato;Cucina abitabile
37;4000;4;165;454.531;919.139;666;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente, solo freddo;18;D;Affitto;Arredato;none
38;1500;2;60;454.649;92.076;100;0;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;9;NA;Affitto, 4+4;Arredato;cucinotto
39;1300;2;45;454.555;91.835;135;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
41;1900;3;70;454.813;92.041;100;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;G;Affitto, transitorio;Arredato;Cucina abitabile
42;900;2;70;454.636;91.691;100;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;20;D;Affitto, 4+4;Arredato;cucina angolo cottura
43;18000;5;350;454.771;91.842;1500;5;Intera proprieta, immobile di lusso;Nuovo / In costruzione;Centralizzato;Centralizzato, solo freddo;20;A4;Affitto, 4+4;Arredato;Cucina abitabile
44;1666;2;50;454.693;91.978;270;5;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;10;G;Affitto, 4+4;Parzialmente arredato;cucinotto
45;3333;4;135;454.604;918.557;416;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;10;F;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
46;1400;2;70;45.471;914.722;350;1;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;G;Affitto, 4+4;Arredato;Cucina a vista
47;1100;2;45;454.802;91.772;50;3;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Autonomo, solo freddo;20;E;Affitto, 4+4;Arredato;Cucina a vista
48;2500;4;180;454.776;916.158;530;8;Classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;15;G;Affitto;Arredato;cucina semi abitabile
49;1600;2;70;454.646;919.811;300;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;15;G;Affitto, 4+4;Arredato;cucina semi abitabile
50;1125;2;45;454.843;92.148;200;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;17;F;Affitto, 4+4;Arredato;Cucina a vista
51;3500;2;130;454.614;91.885;450;8;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;14;G;Affitto, 4+4;Arredato;Cucina abitabile
52;7000;4;214;454.825;91.878;1200;3;Intera proprieta, immobile di lusso;Nuovo / In costruzione;Unknown;NA;19;B;Affitto, libero;Arredato;Cucina abitabile
53;700;2;37;454.874;91.673;73;1;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente;12;F;Affitto, 4+4;Not given;none
54;3000;3;100;45.452;91.783;333;6;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;10;F;Affitto;Arredato;Cucina a vista
55;2500;2;35;454.691;9.197;90;4;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;G;Affitto;Arredato;cucina angolo cottura
56;1150;2;50;454.883;91.895;100;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;NA;11;NA;Affitto, 4+4;Arredato;cucina angolo cottura
57;6250;3;187;454.609;917.594;1000;NA;Immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;16;NA;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
58;2000;4;150;454.762;92.251;400;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;18;F;Affitto;Arredato;cucina semi abitabile
59;1600;2;55;454.721;91.528;0;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;7;G;Affitto, 4+4;Arredato;Cucina a vista
60;2000;2;55;454.655;920.333;2000;NA;Intera proprieta;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;8;NA;Affitto, 4+4;Parzialmente arredato;Cucina a vista
61;1500;2;55;454.658;91.691;250;3;NA;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;15;D;Affitto;Arredato;none
62;1100;2;65;454.834;91.828;100;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;19;G;Affitto, transitorio;Arredato;cucina angolo cottura
63;2250;3;100;NA;NA;292;7;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;9;F;Affitto;Arredato;Cucina abitabile
64;1200;2;53;454.824;9.197;110;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;10;G;Affitto, 4+4;Arredato;Cucina a vista
65;6250;5;230;454.771;92.093;333;6;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;C;Affitto, libero;Parzialmente arredato;Cucina abitabile
66;2800;4;150;45.462;92.223;400;5;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Centralizzato;Centralizzato, freddo/caldo;20;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
67;1650;2;86;454.919;92.077;150;0;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Autonomo;Autonomo, freddo/caldo;20;D;Affitto, 4+4;Arredato;Cucina abitabile
68;2000;2;60;454.783;918.507;150;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;15;C;Affitto, 4+4;Arredato;cucinotto
69;3500;5;165;454.622;917.976;333;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;15;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
70;1400;1;40;454.818;91.874;60;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;18;G;Affitto, 4+4;Arredato;cucina angolo cottura
71;5000;4;180;454.701;919.694;420;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;E;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
72;2150;3;120;454.614;919.702;650;7;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;F;Affitto, transitorio;Arredato;Cucina abitabile
73;4166;5;170;454.684;918.709;666;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;15;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
74;2500;3;110;454.815;919.284;125;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;E;Affitto, transitorio;Parzialmente arredato;cucina semi abitabile
75;2300;4;160;454.544;916.028;375;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
76;3350;4;190;45.463;918.087;650;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;19;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
77;2900;3;130;454.756;91.886;300;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;10;F;Affitto, transitorio;Arredato;Cucina abitabile
78;2500;5;170;454.538;91.638;385;6;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Not given;cucina semi abitabile
79;3167;4;136;454.684;91.776;208;5;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;11;D;Affitto, 4+4;Parzialmente arredato;Cucina a vista
80;1030;2;50;454.449;91.765;120;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;18;D;Affitto, transitorio;Arredato;cucina angolo cottura
81;2250;4;150;454.517;9.191;500;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, freddo/caldo;20;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
82;2000;3;110;454.723;91.482;330;4;Intera proprieta;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;F;Affitto, 4+4;Parzialmente arredato;Cucina a vista
83;1080;2;60;454.927;92.061;220;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;10;F;Affitto, 4+4;Arredato;cucinotto
84;2100;2;65;454.608;91.917;167;3;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;8;B;Affitto;Arredato;cucina angolo cottura
85;1000;2;45;454.879;92.029;150;3;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Assente, solo freddo;10;D;Affitto, 4+4;Arredato;cucina angolo cottura
86;1750;3;100;454.622;92.141;250;1;Intera proprieta;Buono / Abitabile;Centralizzato;Assente, solo freddo;15;G;Affitto, 4+4;Arredato;Cucina abitabile
87;750;1;25;45.449;92.079;0;4;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;20;F;Affitto, 4+4;Arredato;Cucina a vista
88;2100;3;120;454.664;92.214;0;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;F;Affitto, 4+4;Arredato;Cucina abitabile
89;2500;3;105;454.726;918.591;250;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
90;2000;3;100;454.664;915.971;210;3;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;20;D;Affitto, 4+4;Not given;Cucina abitabile
91;1500;2;75;454.664;915.971;183;2;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;11;D;Affitto, 4+4;Not given;Cucina a vista
92;1833;2;70;454.707;92.015;166;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;F;Affitto;Arredato;cucina angolo cottura
93;2100;2;55;454.768;91.894;200;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;13;D;Affitto;Arredato;Cucina abitabile
94;2667;4;153;45.466;920.711;167;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;10;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
95;3500;5;165;454.577;91.626;320;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;D;Affitto, 4+4;Arredato;Cucina a vista
96;1130;2;57;454.553;91.551;100;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;15;F;Affitto, libero;Arredato;cucinotto
97;1200;2;55;454.518;91.918;150;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;15;E;Affitto, 4+4;Arredato;cucina angolo cottura
98;1100;2;55;454.953;9.175;100;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;5;F;Affitto, transitorio;Arredato;cucina angolo cottura
99;2000;2;58;454.735;91.826;100;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Predisposizione impianto;19;G;Affitto, 4+4;Arredato;cucinotto
100;1300;2;57;45.489;9.189;250;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;10;G;Affitto, libero;Arredato;cucinotto
101;3300;4;160;45.478;918.341;350;4;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;F;Affitto, 4+4;Arredato;Cucina abitabile
102;3000;2;65;454.838;918.449;350;2;Intera proprieta, immobile di lusso;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;20;A+;Affitto, 4+4;Arredato;Cucina a vista
103;1250;2;65;454.854;916.157;100;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;20;G;Affitto, 4+4;Parzialmente arredato;cucinotto
104;1300;2;65;454.432;921.717;90;6;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Autonomo;Assente;20;A;Affitto, 4+4;Arredato;cucinotto
105;2999;4;170;454.547;918.489;480;2;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;E;Affitto, 4+4;Arredato;Cucina abitabile
106;1350;3;77;454.803;921.876;150;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;20;F;Affitto, 4+4;Arredato;cucinotto
107;1450;3;65;454.754;91.602;250;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;20;G;Affitto, 4+4;Not given;cucinotto
108;3580;4;165;454.603;918.564;458;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;10;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
109;4500;5;210;454.646;916.322;400;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
110;1600;2;65;45.478;918.339;180;1;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;F;Affitto, 4+4;Arredato;cucina angolo cottura
111;3167;3;138;454.577;91.899;210;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;16;E;Affitto, 4+4;Not given;Cucina abitabile
112;1850;3;100;454.491;92.044;160;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;19;A;Affitto, 3+2;Parzialmente arredato;Cucina a vista
113;2583;4;120;454.788;920.646;166;7;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;E;Affitto, 4+4;Arredato;Cucina abitabile
114;800;2;45;45.481;917.143;200;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;20;G;Affitto, transitorio;Arredato;Cucina a vista
115;1450;2;90;454.811;916.014;150;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Arredato;Cucina abitabile
116;800;1;20;45.49;918.338;65;2;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente;12;G;Affitto;Arredato;cucina semi abitabile
117;3270;3;170;45.464;916.429;390;0;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente, solo freddo;20;G;Affitto;Parzialmente arredato;Cucina abitabile
118;1750;3;120;454.548;91.843;350;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;F;Affitto, 4+4;Arredato;Cucina abitabile
119;1200;2;45;45.483;91.694;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;G;Affitto, libero;Arredato;Cucina a vista
120;2150;3;80;454.715;91.963;350;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;E;Affitto, 4+4;Arredato;Cucina abitabile
121;6000;4;150;454.706;920.106;833;4;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto;Arredato;cucina semi abitabile
122;1390;2;50;454.705;92.066;130;5;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;E;Affitto, 4+4;Not given;cucina angolo cottura
123;5000;4;195;454.695;919.805;425;2;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;11;E;Affitto;Parzialmente arredato;Cucina abitabile
124;1300;2;50;454.573;920.665;115;3;Classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;11;E;Affitto, 4+4;Arredato;cucina angolo cottura
125;3500;4;160;454.631;918.178;417;2;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;13;E;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
126;2300;4;153;454.837;91.665;470;7;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;D;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
127;2500;2;100;454.574;91.875;500;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;18;F;Affitto, 4+4;Arredato;Cucina abitabile
128;1500;2;80;45.465;916.582;250;2;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Predisposizione impianto, solo freddo;14;F;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
129;2400;3;133;454.644;92.185;400;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Centralizzato;12;G;Affitto, 6+6;Not given;Cucina abitabile
130;850;1;35;454.872;9.216;150;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;F;Affitto, 4+4;Arredato;Cucina a vista
131;3450;3;130;454.653;91.981;460;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;NA;20;E;Affitto, 4+4;Arredato;Cucina a vista
132;2083;3;100;45.463;918.207;250;7;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;16;E;Affitto;Parzialmente arredato;Cucina abitabile
133;4083;4;200;454.627;92.073;583;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;E;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
134;2400;2;80;454.691;91.628;317;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;G;Affitto, 4+4;Arredato;Cucina a vista
135;3416;4;180;454.724;915.296;750;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;15;F;Affitto, 4+4;Not given;Cucina abitabile
136;1400;3;65;454.876;91.861;75;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;E;Affitto, 4+4;Arredato;cucina semi abitabile
137;3000;3;102;454.829;91.884;783;4;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;20;B;Affitto, transitorio;Arredato;Cucina a vista
138;4500;5;170;454.699;919.456;825;4;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;13;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
139;2050;2;120;45.48;91.659;350;NA;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
140;1000;1;35;454.522;91.749;50;0;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;NA;18;G;Affitto, 4+4;Arredato;Cucina a vista
141;1150;2;50;454.817;91.693;150;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;17;G;Affitto, 4+4;Arredato;Cucina a vista
142;3333;5;160;45.465;916.582;667;2;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Predisposizione impianto, solo freddo;20;C;Affitto, 4+4;Not given;Cucina abitabile
143;5830;4;185;454.678;91.949;830;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;10;G;Affitto, 4+4;Arredato;Cucina abitabile
144;1833;3;135;454.853;92.075;375;5;Classe immobile media;Buono / Abitabile;Centralizzato;Assente, solo freddo;20;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
145;5000;4;250;454.697;91.957;585;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;18;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
146;3833;3;120;454.643;917.321;250;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;11;D;Affitto;Arredato;Cucina abitabile
